BASIC5000_3404,bas50003404
BASIC5000_3651,bas50003651
BASIC5000_3645,bas50003645
BASIC5000_1052,bas50001052
BASIC5000_1734,bas50001734
BASIC5000_3123,bas50003123
BASIC5000_4894,bas50004894
BASIC5000_0199,bas50000199
BASIC5000_1287,bas50001287
BASIC5000_2956,bas50002956
BASIC5000_3490,bas50003490
BASIC5000_4499,bas50004499
BASIC5000_0827,bas50000827
BASIC5000_0833,bas50000833
BASIC5000_2942,bas50002942
BASIC5000_3484,bas50003484
BASIC5000_1293,bas50001293
BASIC5000_1278,bas50001278
BASIC5000_0166,bas50000166
BASIC5000_4300,bas50004300
BASIC5000_2771,bas50002771
BASIC5000_2017,bas50002017
BASIC5000_3309,bas50003309
BASIC5000_4466,bas50004466
BASIC5000_0600,bas50000600
BASIC5000_0614,bas50000614
BASIC5000_2003,bas50002003
BASIC5000_4472,bas50004472
BASIC5000_4314,bas50004314
BASIC5000_2765,bas50002765
BASIC5000_0172,bas50000172
BASIC5000_2995,bas50002995
BASIC5000_3453,bas50003453
BASIC5000_1244,bas50001244
BASIC5000_1522,bas50001522
BASIC5000_3335,bas50003335
BASIC5000_3321,bas50003321
BASIC5000_0628,bas50000628
BASIC5000_1536,bas50001536
BASIC5000_1250,bas50001250
BASIC5000_4328,bas50004328
BASIC5000_2981,bas50002981
BASIC5000_3447,bas50003447
BASIC5000_2759,bas50002759
BASIC5000_4458,bas50004458
BASIC5000_3337,bas50003337
BASIC5000_2029,bas50002029
BASIC5000_1520,bas50001520
BASIC5000_0158,bas50000158
BASIC5000_1246,bas50001246
BASIC5000_3451,bas50003451
BASIC5000_2997,bas50002997
BASIC5000_3445,bas50003445
BASIC5000_2983,bas50002983
BASIC5000_1252,bas50001252
BASIC5000_1534,bas50001534
BASIC5000_3323,bas50003323
BASIC5000_0602,bas50000602
BASIC5000_4464,bas50004464
BASIC5000_2015,bas50002015
BASIC5000_2773,bas50002773
BASIC5000_4302,bas50004302
BASIC5000_0164,bas50000164
BASIC5000_0170,bas50000170
BASIC5000_2767,bas50002767
BASIC5000_3479,bas50003479
BASIC5000_4316,bas50004316
BASIC5000_4470,bas50004470
BASIC5000_2001,bas50002001
BASIC5000_1508,bas50001508
BASIC5000_0616,bas50000616
BASIC5000_0825,bas50000825
BASIC5000_3492,bas50003492
BASIC5000_2954,bas50002954
BASIC5000_1285,bas50001285
BASIC5000_1291,bas50001291
BASIC5000_3486,bas50003486
BASIC5000_2940,bas50002940
BASIC5000_2798,bas50002798
BASIC5000_0831,bas50000831
BASIC5000_0819,bas50000819
BASIC5000_2968,bas50002968
BASIC5000_3653,bas50003653
BASIC5000_1044,bas50001044
BASIC5000_1722,bas50001722
BASIC5000_4882,bas50004882
BASIC5000_3135,bas50003135
BASIC5000_4896,bas50004896
BASIC5000_3121,bas50003121
BASIC5000_0428,bas50000428
BASIC5000_1736,bas50001736
BASIC5000_1050,bas50001050
BASIC5000_4128,bas50004128
BASIC5000_3647,bas50003647
BASIC5000_2559,bas50002559
BASIC5000_1078,bas50001078
BASIC5000_0366,bas50000366
BASIC5000_4100,bas50004100
BASIC5000_2571,bas50002571
BASIC5000_2217,bas50002217
BASIC5000_3109,bas50003109
BASIC5000_4666,bas50004666
BASIC5000_0400,bas50000400
BASIC5000_0414,bas50000414
BASIC5000_2203,bas50002203
BASIC5000_4672,bas50004672
BASIC5000_4114,bas50004114
BASIC5000_2565,bas50002565
BASIC5000_0372,bas50000372
BASIC5000_0399,bas50000399
BASIC5000_1087,bas50001087
BASIC5000_3848,bas50003848
BASIC5000_3690,bas50003690
BASIC5000_4699,bas50004699
BASIC5000_4841,bas50004841
BASIC5000_1939,bas50001939
BASIC5000_4855,bas50004855
BASIC5000_3684,bas50003684
BASIC5000_1093,bas50001093
BASIC5000_3874,bas50003874
BASIC5000_1905,bas50001905
BASIC5000_4869,bas50004869
BASIC5000_1911,bas50001911
BASIC5000_3860,bas50003860
BASIC5000_2439,bas50002439
BASIC5000_3727,bas50003727
BASIC5000_4048,bas50004048
BASIC5000_1130,bas50001130
BASIC5000_1656,bas50001656
BASIC5000_0548,bas50000548
BASIC5000_3041,bas50003041
BASIC5000_3055,bas50003055
BASIC5000_1642,bas50001642
BASIC5000_1124,bas50001124
BASIC5000_3733,bas50003733
BASIC5000_0212,bas50000212
BASIC5000_2405,bas50002405
BASIC5000_4074,bas50004074
BASIC5000_4712,bas50004712
BASIC5000_2363,bas50002363
BASIC5000_0574,bas50000574
BASIC5000_0560,bas50000560
BASIC5000_4706,bas50004706
BASIC5000_3069,bas50003069
BASIC5000_2377,bas50002377
BASIC5000_2411,bas50002411
BASIC5000_4060,bas50004060
BASIC5000_0206,bas50000206
BASIC5000_1118,bas50001118
BASIC5000_4935,bas50004935
BASIC5000_3082,bas50003082
BASIC5000_1695,bas50001695
BASIC5000_1859,bas50001859
BASIC5000_1681,bas50001681
BASIC5000_2388,bas50002388
BASIC5000_4921,bas50004921
BASIC5000_3096,bas50003096
BASIC5000_3928,bas50003928
BASIC5000_3900,bas50003900
BASIC5000_1871,bas50001871
BASIC5000_4909,bas50004909
BASIC5000_1865,bas50001865
BASIC5000_3914,bas50003914
BASIC5000_3243,bas50003243
BASIC5000_1454,bas50001454
BASIC5000_0992,bas50000992
BASIC5000_1332,bas50001332
BASIC5000_3525,bas50003525
BASIC5000_3531,bas50003531
BASIC5000_1326,bas50001326
BASIC5000_0038,bas50000038
BASIC5000_1440,bas50001440
BASIC5000_0986,bas50000986
BASIC5000_2149,bas50002149
BASIC5000_3257,bas50003257
BASIC5000_4538,bas50004538
BASIC5000_0776,bas50000776
BASIC5000_1468,bas50001468
BASIC5000_2161,bas50002161
BASIC5000_4510,bas50004510
BASIC5000_4276,bas50004276
BASIC5000_3519,bas50003519
BASIC5000_2607,bas50002607
BASIC5000_0010,bas50000010
BASIC5000_0004,bas50000004
BASIC5000_4262,bas50004262
BASIC5000_2613,bas50002613
BASIC5000_2175,bas50002175
BASIC5000_4504,bas50004504
BASIC5000_0762,bas50000762
BASIC5000_1497,bas50001497
BASIC5000_0951,bas50000951
BASIC5000_0789,bas50000789
BASIC5000_3280,bas50003280
BASIC5000_4289,bas50004289
BASIC5000_2820,bas50002820
BASIC5000_2834,bas50002834
BASIC5000_3294,bas50003294
BASIC5000_1483,bas50001483
BASIC5000_0945,bas50000945
BASIC5000_2808,bas50002808
BASIC5000_0979,bas50000979
BASIC5000_2809,bas50002809
BASIC5000_0978,bas50000978
BASIC5000_2835,bas50002835
BASIC5000_0944,bas50000944
BASIC5000_1482,bas50001482
BASIC5000_3295,bas50003295
BASIC5000_3281,bas50003281
BASIC5000_0788,bas50000788
BASIC5000_0950,bas50000950
BASIC5000_1496,bas50001496
BASIC5000_2821,bas50002821
BASIC5000_4288,bas50004288
BASIC5000_2612,bas50002612
BASIC5000_4263,bas50004263
BASIC5000_0005,bas50000005
BASIC5000_0763,bas50000763
BASIC5000_4505,bas50004505
BASIC5000_2174,bas50002174
BASIC5000_4511,bas50004511
BASIC5000_2160,bas50002160
BASIC5000_1469,bas50001469
BASIC5000_0777,bas50000777
BASIC5000_0011,bas50000011
BASIC5000_2606,bas50002606
BASIC5000_3518,bas50003518
BASIC5000_4277,bas50004277
BASIC5000_0039,bas50000039
BASIC5000_1327,bas50001327
BASIC5000_3530,bas50003530
BASIC5000_4539,bas50004539
BASIC5000_3256,bas50003256
BASIC5000_2148,bas50002148
BASIC5000_0987,bas50000987
BASIC5000_1441,bas50001441
BASIC5000_0993,bas50000993
BASIC5000_1455,bas50001455
BASIC5000_3242,bas50003242
BASIC5000_3524,bas50003524
BASIC5000_1333,bas50001333
BASIC5000_1864,bas50001864
BASIC5000_3915,bas50003915
BASIC5000_3901,bas50003901
BASIC5000_4908,bas50004908
BASIC5000_1870,bas50001870
BASIC5000_3097,bas50003097
BASIC5000_4920,bas50004920
BASIC5000_2389,bas50002389
BASIC5000_1680,bas50001680
BASIC5000_1858,bas50001858
BASIC5000_3929,bas50003929
BASIC5000_1694,bas50001694
BASIC5000_3083,bas50003083
BASIC5000_4934,bas50004934
BASIC5000_2376,bas50002376
BASIC5000_3068,bas50003068
BASIC5000_4707,bas50004707
BASIC5000_0561,bas50000561
BASIC5000_1119,bas50001119
BASIC5000_0207,bas50000207
BASIC5000_4061,bas50004061
BASIC5000_2410,bas50002410
BASIC5000_4075,bas50004075
BASIC5000_2404,bas50002404
BASIC5000_0213,bas50000213
BASIC5000_0575,bas50000575
BASIC5000_2362,bas50002362
BASIC5000_4713,bas50004713
BASIC5000_1643,bas50001643
BASIC5000_3054,bas50003054
BASIC5000_3732,bas50003732
BASIC5000_1125,bas50001125
BASIC5000_1131,bas50001131
BASIC5000_4049,bas50004049
BASIC5000_3726,bas50003726
BASIC5000_2438,bas50002438
BASIC5000_3040,bas50003040
BASIC5000_0549,bas50000549
BASIC5000_1657,bas50001657
BASIC5000_1910,bas50001910
BASIC5000_4868,bas50004868
BASIC5000_3861,bas50003861
BASIC5000_3875,bas50003875
BASIC5000_1904,bas50001904
BASIC5000_4854,bas50004854
BASIC5000_1092,bas50001092
BASIC5000_3685,bas50003685
BASIC5000_3691,bas50003691
BASIC5000_3849,bas50003849
BASIC5000_1086,bas50001086
BASIC5000_0398,bas50000398
BASIC5000_1938,bas50001938
BASIC5000_4840,bas50004840
BASIC5000_4698,bas50004698
BASIC5000_4673,bas50004673
BASIC5000_2202,bas50002202
BASIC5000_0415,bas50000415
BASIC5000_0373,bas50000373
BASIC5000_2564,bas50002564
BASIC5000_4115,bas50004115
BASIC5000_2570,bas50002570
BASIC5000_4101,bas50004101
BASIC5000_0367,bas50000367
BASIC5000_1079,bas50001079
BASIC5000_0401,bas50000401
BASIC5000_4667,bas50004667
BASIC5000_3108,bas50003108
BASIC5000_2216,bas50002216
BASIC5000_1737,bas50001737
BASIC5000_0429,bas50000429
BASIC5000_3120,bas50003120
BASIC5000_4897,bas50004897
BASIC5000_2558,bas50002558
BASIC5000_3646,bas50003646
BASIC5000_4129,bas50004129
BASIC5000_1051,bas50001051
BASIC5000_1045,bas50001045
BASIC5000_3652,bas50003652
BASIC5000_3134,bas50003134
BASIC5000_4883,bas50004883
BASIC5000_1723,bas50001723
BASIC5000_0818,bas50000818
BASIC5000_2969,bas50002969
BASIC5000_2799,bas50002799
BASIC5000_2941,bas50002941
BASIC5000_3487,bas50003487
BASIC5000_1290,bas50001290
BASIC5000_0830,bas50000830
BASIC5000_0824,bas50000824
BASIC5000_1284,bas50001284
BASIC5000_2955,bas50002955
BASIC5000_3493,bas50003493
BASIC5000_4317,bas50004317
BASIC5000_3478,bas50003478
BASIC5000_2766,bas50002766
BASIC5000_0171,bas50000171
BASIC5000_0617,bas50000617
BASIC5000_1509,bas50001509
BASIC5000_2000,bas50002000
BASIC5000_4471,bas50004471
BASIC5000_2014,bas50002014
BASIC5000_4465,bas50004465
BASIC5000_0603,bas50000603
BASIC5000_0165,bas50000165
BASIC5000_4303,bas50004303
BASIC5000_2772,bas50002772
BASIC5000_1253,bas50001253
BASIC5000_2982,bas50002982
BASIC5000_3444,bas50003444
BASIC5000_3322,bas50003322
BASIC5000_1535,bas50001535
BASIC5000_1521,bas50001521
BASIC5000_2028,bas50002028
BASIC5000_3336,bas50003336
BASIC5000_4459,bas50004459
BASIC5000_2996,bas50002996
BASIC5000_3450,bas50003450
BASIC5000_1247,bas50001247
BASIC5000_0159,bas50000159
BASIC5000_2776,bas50002776
BASIC5000_4307,bas50004307
BASIC5000_3468,bas50003468
BASIC5000_0161,bas50000161
BASIC5000_1519,bas50001519
BASIC5000_0607,bas50000607
BASIC5000_4461,bas50004461
BASIC5000_2010,bas50002010
BASIC5000_4475,bas50004475
BASIC5000_2004,bas50002004
BASIC5000_0613,bas50000613
BASIC5000_0175,bas50000175
BASIC5000_2762,bas50002762
BASIC5000_4313,bas50004313
BASIC5000_1243,bas50001243
BASIC5000_2992,bas50002992
BASIC5000_3454,bas50003454
BASIC5000_3332,bas50003332
BASIC5000_1525,bas50001525
BASIC5000_1531,bas50001531
BASIC5000_3326,bas50003326
BASIC5000_4449,bas50004449
BASIC5000_2038,bas50002038
BASIC5000_2986,bas50002986
BASIC5000_3440,bas50003440
BASIC5000_0149,bas50000149
BASIC5000_1257,bas50001257
BASIC5000_0808,bas50000808
BASIC5000_2979,bas50002979
BASIC5000_2951,bas50002951
BASIC5000_3497,bas50003497
BASIC5000_2789,bas50002789
BASIC5000_1280,bas50001280
BASIC5000_0820,bas50000820
BASIC5000_0834,bas50000834
BASIC5000_1294,bas50001294
BASIC5000_2945,bas50002945
BASIC5000_3483,bas50003483
BASIC5000_2212,bas50002212
BASIC5000_4663,bas50004663
BASIC5000_0405,bas50000405
BASIC5000_0363,bas50000363
BASIC5000_4105,bas50004105
BASIC5000_2574,bas50002574
BASIC5000_4111,bas50004111
BASIC5000_2560,bas50002560
BASIC5000_1069,bas50001069
BASIC5000_0377,bas50000377
BASIC5000_0411,bas50000411
BASIC5000_2206,bas50002206
BASIC5000_4677,bas50004677
BASIC5000_3118,bas50003118
BASIC5000_0439,bas50000439
BASIC5000_1727,bas50001727
BASIC5000_4887,bas50004887
BASIC5000_3130,bas50003130
BASIC5000_3656,bas50003656
BASIC5000_4139,bas50004139
BASIC5000_2548,bas50002548
BASIC5000_1041,bas50001041
BASIC5000_1055,bas50001055
BASIC5000_3642,bas50003642
BASIC5000_4893,bas50004893
BASIC5000_3124,bas50003124
BASIC5000_1733,bas50001733
BASIC5000_1900,bas50001900
BASIC5000_4878,bas50004878
BASIC5000_3871,bas50003871
BASIC5000_3865,bas50003865
BASIC5000_1914,bas50001914
BASIC5000_4844,bas50004844
BASIC5000_1082,bas50001082
BASIC5000_3695,bas50003695
BASIC5000_3859,bas50003859
BASIC5000_3681,bas50003681
BASIC5000_0388,bas50000388
BASIC5000_1096,bas50001096
BASIC5000_1928,bas50001928
BASIC5000_4688,bas50004688
BASIC5000_4850,bas50004850
BASIC5000_3078,bas50003078
BASIC5000_4717,bas50004717
BASIC5000_2366,bas50002366
BASIC5000_0571,bas50000571
BASIC5000_0217,bas50000217
BASIC5000_1109,bas50001109
BASIC5000_2400,bas50002400
BASIC5000_4071,bas50004071
BASIC5000_2414,bas50002414
BASIC5000_4065,bas50004065
BASIC5000_0203,bas50000203
BASIC5000_0565,bas50000565
BASIC5000_4703,bas50004703
BASIC5000_2372,bas50002372
BASIC5000_1653,bas50001653
BASIC5000_3044,bas50003044
BASIC5000_3722,bas50003722
BASIC5000_1135,bas50001135
BASIC5000_1121,bas50001121
BASIC5000_2428,bas50002428
BASIC5000_4059,bas50004059
BASIC5000_3736,bas50003736
BASIC5000_3050,bas50003050
BASIC5000_1647,bas50001647
BASIC5000_0559,bas50000559
BASIC5000_1874,bas50001874
BASIC5000_3905,bas50003905
BASIC5000_3911,bas50003911
BASIC5000_4918,bas50004918
BASIC5000_1860,bas50001860
BASIC5000_2399,bas50002399
BASIC5000_4930,bas50004930
BASIC5000_3087,bas50003087
BASIC5000_1848,bas50001848
BASIC5000_1690,bas50001690
BASIC5000_3939,bas50003939
BASIC5000_1684,bas50001684
BASIC5000_4924,bas50004924
BASIC5000_3093,bas50003093
BASIC5000_4273,bas50004273
BASIC5000_2602,bas50002602
BASIC5000_0015,bas50000015
BASIC5000_0773,bas50000773
BASIC5000_2164,bas50002164
BASIC5000_4515,bas50004515
BASIC5000_2170,bas50002170
BASIC5000_4501,bas50004501
BASIC5000_0767,bas50000767
BASIC5000_1479,bas50001479
BASIC5000_0001,bas50000001
BASIC5000_3508,bas50003508
BASIC5000_4267,bas50004267
BASIC5000_2616,bas50002616
BASIC5000_1337,bas50001337
BASIC5000_0029,bas50000029
BASIC5000_3520,bas50003520
BASIC5000_2158,bas50002158
BASIC5000_4529,bas50004529
BASIC5000_3246,bas50003246
BASIC5000_0997,bas50000997
BASIC5000_1451,bas50001451
BASIC5000_0983,bas50000983
BASIC5000_1445,bas50001445
BASIC5000_3252,bas50003252
BASIC5000_3534,bas50003534
BASIC5000_1323,bas50001323
BASIC5000_2819,bas50002819
BASIC5000_0968,bas50000968
BASIC5000_2825,bas50002825
BASIC5000_0954,bas50000954
BASIC5000_1492,bas50001492
BASIC5000_3285,bas50003285
BASIC5000_3291,bas50003291
BASIC5000_0940,bas50000940
BASIC5000_1486,bas50001486
BASIC5000_0798,bas50000798
BASIC5000_4298,bas50004298
BASIC5000_2831,bas50002831
BASIC5000_0799,bas50000799
BASIC5000_1487,bas50001487
BASIC5000_0941,bas50000941
BASIC5000_3290,bas50003290
BASIC5000_2830,bas50002830
BASIC5000_4299,bas50004299
BASIC5000_2824,bas50002824
BASIC5000_3284,bas50003284
BASIC5000_1493,bas50001493
BASIC5000_0955,bas50000955
BASIC5000_2818,bas50002818
BASIC5000_0969,bas50000969
BASIC5000_3253,bas50003253
BASIC5000_1444,bas50001444
BASIC5000_0982,bas50000982
BASIC5000_1322,bas50001322
BASIC5000_3535,bas50003535
BASIC5000_3521,bas50003521
BASIC5000_0028,bas50000028
BASIC5000_1336,bas50001336
BASIC5000_1450,bas50001450
BASIC5000_0996,bas50000996
BASIC5000_3247,bas50003247
BASIC5000_4528,bas50004528
BASIC5000_2159,bas50002159
BASIC5000_1478,bas50001478
BASIC5000_0766,bas50000766
BASIC5000_4500,bas50004500
BASIC5000_2171,bas50002171
BASIC5000_2617,bas50002617
BASIC5000_4266,bas50004266
BASIC5000_3509,bas50003509
BASIC5000_0014,bas50000014
BASIC5000_2603,bas50002603
BASIC5000_4272,bas50004272
BASIC5000_4514,bas50004514
BASIC5000_2165,bas50002165
BASIC5000_0772,bas50000772
BASIC5000_3092,bas50003092
BASIC5000_4925,bas50004925
BASIC5000_1685,bas50001685
BASIC5000_1691,bas50001691
BASIC5000_1849,bas50001849
BASIC5000_3086,bas50003086
BASIC5000_4931,bas50004931
BASIC5000_2398,bas50002398
BASIC5000_3938,bas50003938
BASIC5000_3910,bas50003910
BASIC5000_1861,bas50001861
BASIC5000_4919,bas50004919
BASIC5000_1875,bas50001875
BASIC5000_3904,bas50003904
BASIC5000_3737,bas50003737
BASIC5000_4058,bas50004058
BASIC5000_2429,bas50002429
BASIC5000_1120,bas50001120
BASIC5000_0558,bas50000558
BASIC5000_1646,bas50001646
BASIC5000_3051,bas50003051
BASIC5000_3045,bas50003045
BASIC5000_1652,bas50001652
BASIC5000_1134,bas50001134
BASIC5000_3723,bas50003723
BASIC5000_0202,bas50000202
BASIC5000_4064,bas50004064
BASIC5000_2415,bas50002415
BASIC5000_2373,bas50002373
BASIC5000_4702,bas50004702
BASIC5000_0564,bas50000564
BASIC5000_0570,bas50000570
BASIC5000_2367,bas50002367
BASIC5000_4716,bas50004716
BASIC5000_3079,bas50003079
BASIC5000_4070,bas50004070
BASIC5000_2401,bas50002401
BASIC5000_1108,bas50001108
BASIC5000_0216,bas50000216
BASIC5000_1097,bas50001097
BASIC5000_0389,bas50000389
BASIC5000_3680,bas50003680
BASIC5000_3858,bas50003858
BASIC5000_4851,bas50004851
BASIC5000_4689,bas50004689
BASIC5000_1929,bas50001929
BASIC5000_4845,bas50004845
BASIC5000_3694,bas50003694
BASIC5000_1083,bas50001083
BASIC5000_3864,bas50003864
BASIC5000_1915,bas50001915
BASIC5000_4879,bas50004879
BASIC5000_1901,bas50001901
BASIC5000_3870,bas50003870
BASIC5000_3643,bas50003643
BASIC5000_1054,bas50001054
BASIC5000_1732,bas50001732
BASIC5000_3125,bas50003125
BASIC5000_4892,bas50004892
BASIC5000_3131,bas50003131
BASIC5000_4886,bas50004886
BASIC5000_1726,bas50001726
BASIC5000_0438,bas50000438
BASIC5000_1040,bas50001040
BASIC5000_2549,bas50002549
BASIC5000_4138,bas50004138
BASIC5000_3657,bas50003657
BASIC5000_0376,bas50000376
BASIC5000_1068,bas50001068
BASIC5000_2561,bas50002561
BASIC5000_4110,bas50004110
BASIC5000_3119,bas50003119
BASIC5000_4676,bas50004676
BASIC5000_2207,bas50002207
BASIC5000_0410,bas50000410
BASIC5000_0404,bas50000404
BASIC5000_4662,bas50004662
BASIC5000_2213,bas50002213
BASIC5000_2575,bas50002575
BASIC5000_4104,bas50004104
BASIC5000_0362,bas50000362
BASIC5000_0835,bas50000835
BASIC5000_3482,bas50003482
BASIC5000_2944,bas50002944
BASIC5000_1295,bas50001295
BASIC5000_1281,bas50001281
BASIC5000_2788,bas50002788
BASIC5000_3496,bas50003496
BASIC5000_2950,bas50002950
BASIC5000_0821,bas50000821
BASIC5000_0809,bas50000809
BASIC5000_2978,bas50002978
BASIC5000_2039,bas50002039
BASIC5000_4448,bas50004448
BASIC5000_3327,bas50003327
BASIC5000_1530,bas50001530
BASIC5000_1256,bas50001256
BASIC5000_0148,bas50000148
BASIC5000_3441,bas50003441
BASIC5000_2987,bas50002987
BASIC5000_3455,bas50003455
BASIC5000_2993,bas50002993
BASIC5000_1242,bas50001242
BASIC5000_1524,bas50001524
BASIC5000_3333,bas50003333
BASIC5000_0612,bas50000612
BASIC5000_2005,bas50002005
BASIC5000_4474,bas50004474
BASIC5000_4312,bas50004312
BASIC5000_2763,bas50002763
BASIC5000_0174,bas50000174
BASIC5000_0160,bas50000160
BASIC5000_3469,bas50003469
BASIC5000_4306,bas50004306
BASIC5000_2777,bas50002777
BASIC5000_2011,bas50002011
BASIC5000_4460,bas50004460
BASIC5000_0606,bas50000606
BASIC5000_1518,bas50001518
BASIC5000_0176,bas50000176
BASIC5000_1268,bas50001268
BASIC5000_2761,bas50002761
BASIC5000_4310,bas50004310
BASIC5000_3319,bas50003319
BASIC5000_4476,bas50004476
BASIC5000_2007,bas50002007
BASIC5000_0610,bas50000610
BASIC5000_0604,bas50000604
BASIC5000_4462,bas50004462
BASIC5000_2013,bas50002013
BASIC5000_2775,bas50002775
BASIC5000_4304,bas50004304
BASIC5000_0162,bas50000162
BASIC5000_2985,bas50002985
BASIC5000_3443,bas50003443
BASIC5000_1254,bas50001254
BASIC5000_1532,bas50001532
BASIC5000_3325,bas50003325
BASIC5000_3331,bas50003331
BASIC5000_1526,bas50001526
BASIC5000_0638,bas50000638
BASIC5000_1240,bas50001240
BASIC5000_2749,bas50002749
BASIC5000_2991,bas50002991
BASIC5000_4338,bas50004338
BASIC5000_3457,bas50003457
BASIC5000_1297,bas50001297
BASIC5000_0189,bas50000189
BASIC5000_2946,bas50002946
BASIC5000_3480,bas50003480
BASIC5000_4489,bas50004489
BASIC5000_0837,bas50000837
BASIC5000_0823,bas50000823
BASIC5000_2952,bas50002952
BASIC5000_3494,bas50003494
BASIC5000_1283,bas50001283
BASIC5000_0412,bas50000412
BASIC5000_2205,bas50002205
BASIC5000_4674,bas50004674
BASIC5000_4112,bas50004112
BASIC5000_2563,bas50002563
BASIC5000_0374,bas50000374
BASIC5000_0360,bas50000360
BASIC5000_3669,bas50003669
BASIC5000_4106,bas50004106
BASIC5000_2577,bas50002577
BASIC5000_2211,bas50002211
BASIC5000_4660,bas50004660
BASIC5000_0406,bas50000406
BASIC5000_1718,bas50001718
BASIC5000_4890,bas50004890
BASIC5000_2239,bas50002239
BASIC5000_4648,bas50004648
BASIC5000_3127,bas50003127
BASIC5000_1730,bas50001730
BASIC5000_1056,bas50001056
BASIC5000_0348,bas50000348
BASIC5000_3641,bas50003641
BASIC5000_3899,bas50003899
BASIC5000_3655,bas50003655
BASIC5000_1042,bas50001042
BASIC5000_1724,bas50001724
BASIC5000_4884,bas50004884
BASIC5000_3133,bas50003133
BASIC5000_1917,bas50001917
BASIC5000_3866,bas50003866
BASIC5000_3872,bas50003872
BASIC5000_1903,bas50001903
BASIC5000_4853,bas50004853
BASIC5000_3682,bas50003682
BASIC5000_1095,bas50001095
BASIC5000_1081,bas50001081
BASIC5000_2588,bas50002588
BASIC5000_3696,bas50003696
BASIC5000_4847,bas50004847
BASIC5000_1678,bas50001678
BASIC5000_0566,bas50000566
BASIC5000_4700,bas50004700
BASIC5000_2371,bas50002371
BASIC5000_2417,bas50002417
BASIC5000_4066,bas50004066
BASIC5000_3709,bas50003709
BASIC5000_0200,bas50000200
BASIC5000_0214,bas50000214
BASIC5000_2403,bas50002403
BASIC5000_4072,bas50004072
BASIC5000_4714,bas50004714
BASIC5000_2365,bas50002365
BASIC5000_0572,bas50000572
BASIC5000_3053,bas50003053
BASIC5000_1644,bas50001644
BASIC5000_1122,bas50001122
BASIC5000_3735,bas50003735
BASIC5000_3721,bas50003721
BASIC5000_0228,bas50000228
BASIC5000_1136,bas50001136
BASIC5000_1650,bas50001650
BASIC5000_1888,bas50001888
BASIC5000_3047,bas50003047
BASIC5000_4728,bas50004728
BASIC5000_2359,bas50002359
BASIC5000_1863,bas50001863
BASIC5000_3912,bas50003912
BASIC5000_3906,bas50003906
BASIC5000_1877,bas50001877
BASIC5000_0599,bas50000599
BASIC5000_1687,bas50001687
BASIC5000_4927,bas50004927
BASIC5000_3090,bas50003090
BASIC5000_4099,bas50004099
BASIC5000_4933,bas50004933
BASIC5000_3084,bas50003084
BASIC5000_1693,bas50001693
BASIC5000_0002,bas50000002
BASIC5000_4264,bas50004264
BASIC5000_2615,bas50002615
BASIC5000_2173,bas50002173
BASIC5000_4502,bas50004502
